zip3,n_apps,observed_declines,expected_declines,var,observed_rate,expected_rate,excess_rate_pp,z,flagged
109,1433,518.0,514.2632036397073,79.05104767399516,0.3614794138171668,0.3588717401533198,0.260767366384701,0.4202866702797788,False
346,1684,697.0,692.7244287464576,103.78072235514878,0.413895486935867,0.4113565491368513,0.25389377990156503,0.4196969410204406,False
068,1036,347.0,343.8583057278204,62.941295475604775,0.33494208494208494,0.3319095615133401,0.30325234287448266,0.3960008166279884,False
939,783,272.0,269.5676944080509,42.64406627205288,0.34738186462324394,0.3442754717855056,0.31063928377383365,0.3724678855053561,False
144,703,269.0,266.7860673989724,38.36893971962829,0.38264580369843526,0.37949653968559377,0.31492640128414906,0.3574164166510568,False
450,1163,443.0,440.1741224631714,67.09056677181391,0.38091143594153054,0.37848161862697455,0.24298173145559931,0.345002789709784,False
277,596,237.0,235.03152538015007,35.28658219995127,0.3976510067114094,0.39434819694656054,0.33028097648488686,0.33137902972162236,False
380,969,439.0,436.77906338136285,48.17607451928674,0.45304437564499483,0.45075238739046736,0.22919882545274772,0.3199782506939694,False
334,3575,1415.0,1410.4490281204328,204.38216621424039,0.3958041958041958,0.3945311966770441,0.1272999127151675,0.31833372637561874,False
206,1146,427.0,424.60482006797645,60.26590408300573,0.3726003490401396,0.37051031419544195,0.20900348446976635,0.3085334861021845,False
363,507,249.0,247.40767725820555,26.895838893786262,0.4911242603550296,0.48798358433571115,0.31406760193184446,0.30703547043098284,False
141,501,168.0,166.50209662028936,25.832539348747368,0.33532934131736525,0.3323395142121544,0.29898271052108405,0.294713649806892,False
488,1008,399.0,396.89399231696757,58.425788656167974,0.3958333333333333,0.39374403999699165,0.20892933363416688,0.27552287372731854,False
442,1125,432.0,429.89747030596243,60.14860060062041,0.384,0.38213108471641105,0.18689152835889566,0.2710999105240902,False
705,1166,548.0,546.0308343561491,65.0296907630476,0.4699828473413379,0.46829402603443315,0.1688821306904731,0.24418917388065942,False
494,783,326.0,324.44690635356045,44.26152897533504,0.4163473818646232,0.41436386507478984,0.1983516789833384,0.2334449249908391,False
301,3291,1364.0,1360.9506336778381,183.5205357717441,0.41446368884837437,0.4135371114183647,0.09265774300096785,0.22509573450336506,False
731,1190,537.0,535.2853103765354,67.55604738544375,0.4512605042016807,0.44981958855171045,0.14409156499702314,0.2086187812271757,False
932,1314,564.0,562.2768075597271,68.32719935583376,0.4292237442922374,0.4279123345203403,0.1311409771897143,0.20846683397170554,False
453,814,359.0,357.85483084472276,40.059924417066625,0.44103194103194104,0.4396250993178412,0.14068417140998268,0.18093166475653277,False
064,1925,674.0,672.1547720224905,114.24410395365025,0.3501298701298701,0.3491713101415535,0.09585599883166207,0.17263670285298446,False
880,513,226.0,225.09934962724523,29.258229022268445,0.4405458089668616,0.4387901552188016,0.1755653748059971,0.16650689244666808,False
233,627,283.0,282.0581318408394,33.9218271345824,0.4513556618819777,0.44985347980995116,0.15021820720265144,0.16171507147147746,False
386,797,369.0,368.02492676303206,38.02764977044073,0.4629861982434128,0.46176276883692857,0.12234294064842333,0.15812025050192094,False
071,994,459.0,457.9758089597678,47.75033973069254,0.46177062374245476,0.460740250462543,0.10303732799117338,0.14821519827776636,False
782,3378,1691.0,1689.1747316599362,176.3422713301901,0.5005920663114268,0.500051726364694,0.05403399467328596,0.1374511904951745,False
019,1099,394.0,393.0944128512182,65.55240843263155,0.35850773430391264,0.35768372415943417,0.08240101444784709,0.11184998354168017,False
029,1021,410.0,409.1916862924397,56.020910782491754,0.4015670910871694,0.4007754028329478,0.07916882542216008,0.10799530145900746,False
928,3043,1130.0,1128.6385501025338,176.40095531894218,0.3713440683535984,0.3708966645095412,0.04474038440572259,0.10250645091219707,False
